tag,label,source_rule,required_when,validation_checks,rule_id,implementation,automated_test,technical_status,clinical_review_status
D026,(術後) 最初診斷院所,※若收案類別「DIAG_TYPE」為[1:新診斷個案-直接治癒性手術]時，必填 ※收案類別「DIAG_TYPE」為[2:新診斷個案-新輔助性治療法]無需填寫 1：本院 2：他院,,Big5 encodability | max length 1 | allowed value set | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D026,(術後) 最初診斷院所,※若收案類別「DIAG_TYPE」為[1:新診斷個案-直接治癒性手術]時，必填 ※收案類別「DIAG_TYPE」為[2:新診斷個案-新輔助性治療法]無需填寫 1：本院 2：他院,,Big5 encodability | max length 1 | allowed value set | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D026,(術後) 最初診斷院所,※若收案類別「DIAG_TYPE」為[1:新診斷個案-直接治癒性手術]時，必填 ※收案類別「DIAG_TYPE」為[2:新診斷個案-新輔助性治療法]無需填寫 1：本院 2：他院,,Big5 encodability | max length 1 | allowed value set | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D026,(術後) 最初診斷院所,※若收案類別「DIAG_TYPE」為[1:新診斷個案-直接治癒性手術]時，必填 ※收案類別「DIAG_TYPE」為[2:新診斷個案-新輔助性治療法]無需填寫 1：本院 2：他院,,Big5 encodability | max length 1 | allowed value set | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D026,(術後) 最初診斷院所,※若收案類別「DIAG_TYPE」為[1:新診斷個案-直接治癒性手術]時，必填 ※收案類別「DIAG_TYPE」為[2:新診斷個案-新輔助性治療法]無需填寫 1：本院 2：他院,,Big5 encodability | max length 1 | allowed value set | cross-field business rules,QBC-D026-DIAGTYPE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D027,(術後) 乳房手術,0：乳房部分切除手術 (BCS) 1：乳房全切除術 (Mastectomy),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D027,(術後) 乳房手術,0：乳房部分切除手術 (BCS) 1：乳房全切除術 (Mastectomy),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D027,(術後) 乳房手術,0：乳房部分切除手術 (BCS) 1：乳房全切除術 (Mastectomy),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D027,(術後) 乳房手術,0：乳房部分切除手術 (BCS) 1：乳房全切除術 (Mastectomy),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D027,(術後) 乳房手術,0：乳房部分切除手術 (BCS) 1：乳房全切除術 (Mastectomy),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D028,(術後) 手術邊緣,0：free 1：involved with DCIS 2：involved with invasive carcinoma,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D028,(術後) 手術邊緣,0：free 1：involved with DCIS 2：involved with invasive carcinoma,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D028,(術後) 手術邊緣,0：free 1：involved with DCIS 2：involved with invasive carcinoma,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D028,(術後) 手術邊緣,0：free 1：involved with DCIS 2：involved with invasive carcinoma,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D028,(術後) 手術邊緣,0：free 1：involved with DCIS 2：involved with invasive carcinoma,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D029,(術後) 腋窩手術,0：Nil 1：SLNB 2：SLNB → ALND 3：direct ALND 4：TLND,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D029,(術後) 腋窩手術,0：Nil 1：SLNB 2：SLNB → ALND 3：direct ALND 4：TLND,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D029,(術後) 腋窩手術,0：Nil 1：SLNB 2：SLNB → ALND 3：direct ALND 4：TLND,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D029,(術後) 腋窩手術,0：Nil 1：SLNB 2：SLNB → ALND 3：direct ALND 4：TLND,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D029,(術後) 腋窩手術,0：Nil 1：SLNB 2：SLNB → ALND 3：direct ALND 4：TLND,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D030,(術後) 組織學分類,0：No cancer 1：Intraductal ca (DCIS) 2：Invasive cancer with no special type (IDC) 3：Invasive lobular ca (ILC) 4：Mucinous ca 5：Tubular ca 6：Invasive papillary ca 7：Metaplastic carcinoma 8：Others,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D030,(術後) 組織學分類,0：No cancer 1：Intraductal ca (DCIS) 2：Invasive cancer with no special type (IDC) 3：Invasive lobular ca (ILC) 4：Mucinous ca 5：Tubular ca 6：Invasive papillary ca 7：Metaplastic carcinoma 8：Others,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D030,(術後) 組織學分類,0：No cancer 1：Intraductal ca (DCIS) 2：Invasive cancer with no special type (IDC) 3：Invasive lobular ca (ILC) 4：Mucinous ca 5：Tubular ca 6：Invasive papillary ca 7：Metaplastic carcinoma 8：Others,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D030,(術後) 組織學分類,0：No cancer 1：Intraductal ca (DCIS) 2：Invasive cancer with no special type (IDC) 3：Invasive lobular ca (ILC) 4：Mucinous ca 5：Tubular ca 6：Invasive papillary ca 7：Metaplastic carcinoma 8：Others,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D030,(術後) 組織學分類,0：No cancer 1：Intraductal ca (DCIS) 2：Invasive cancer with no special type (IDC) 3：Invasive lobular ca (ILC) 4：Mucinous ca 5：Tubular ca 6：Invasive papillary ca 7：Metaplastic carcinoma 8：Others,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D031,(術後) 腫瘤組織分級,X：無法評估等級(無法確定分級) 1：分化良好(低度惡性) 2：中度分化(中度惡性) 3：分化差(高度惡性),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D031,(術後) 腫瘤組織分級,X：無法評估等級(無法確定分級) 1：分化良好(低度惡性) 2：中度分化(中度惡性) 3：分化差(高度惡性),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D031,(術後) 腫瘤組織分級,X：無法評估等級(無法確定分級) 1：分化良好(低度惡性) 2：中度分化(中度惡性) 3：分化差(高度惡性),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D031,(術後) 腫瘤組織分級,X：無法評估等級(無法確定分級) 1：分化良好(低度惡性) 2：中度分化(中度惡性) 3：分化差(高度惡性),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D031,(術後) 腫瘤組織分級,X：無法評估等級(無法確定分級) 1：分化良好(低度惡性) 2：中度分化(中度惡性) 3：分化差(高度惡性),"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D032,(術後) 病理期別T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D032,(術後) 病理期別T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D032,(術後) 病理期別T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D032,(術後) 病理期別T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D032,(術後) 病理期別T,T0：No evidence of primary tumor Tis：(DCIS)*Ductal carcinoma in situ T1：腫瘤小於等於2公分 T2：腫瘤大於2公分，小於等於5公分 T3：腫瘤大於5公分 T4：腫瘤已侵犯至胸壁或是皮膚(潰瘍或結節)，發炎性乳癌 Tx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D033,(術後) 病理期別N,N0：沒有淋巴結轉移 N1mi：微小轉移(0.2-2mm) N1：同側腋下淋巴結1~3顆有癌細胞轉移 N2：同側腋下淋巴結4~9顆有癌細胞轉移 N3：同側腋下淋巴結大於等於10顆有癌細胞轉移 Nx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D033,(術後) 病理期別N,N0：沒有淋巴結轉移 N1mi：微小轉移(0.2-2mm) N1：同側腋下淋巴結1~3顆有癌細胞轉移 N2：同側腋下淋巴結4~9顆有癌細胞轉移 N3：同側腋下淋巴結大於等於10顆有癌細胞轉移 Nx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D033,(術後) 病理期別N,N0：沒有淋巴結轉移 N1mi：微小轉移(0.2-2mm) N1：同側腋下淋巴結1~3顆有癌細胞轉移 N2：同側腋下淋巴結4~9顆有癌細胞轉移 N3：同側腋下淋巴結大於等於10顆有癌細胞轉移 Nx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D033,(術後) 病理期別N,N0：沒有淋巴結轉移 N1mi：微小轉移(0.2-2mm) N1：同側腋下淋巴結1~3顆有癌細胞轉移 N2：同側腋下淋巴結4~9顆有癌細胞轉移 N3：同側腋下淋巴結大於等於10顆有癌細胞轉移 Nx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D033,(術後) 病理期別N,N0：沒有淋巴結轉移 N1mi：微小轉移(0.2-2mm) N1：同側腋下淋巴結1~3顆有癌細胞轉移 N2：同側腋下淋巴結4~9顆有癌細胞轉移 N3：同側腋下淋巴結大於等於10顆有癌細胞轉移 Nx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D034,(術後) 病理期別M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D034,(術後) 病理期別M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D034,(術後) 病理期別M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D034,(術後) 病理期別M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D034,(術後) 病理期別M,M0：遠端器官沒有癌細胞轉移 M1：遠端器官有癌細胞轉移，例如腦、肝、肺等 Mx：未知,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 5 | allowed value set | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D035,(術後) 癌症病理分期：TNM 計算結果,"預設為空白，由系統自動計算「D032」、「D033」、「D034」三欄英文代號值合併計算結果，若有對應下列的Stage，則由系統代入其對應的Stage，若無任何對應的Stage，則需自行填寫，不能空白。 e.g.「D032」填入[T4]，「D033」填入[N0]，「D034」填入[M0]，合併計算結果為［T4N0M0］，其所對應的Stage為「StageⅢB」，則系統將此欄位值自動代入［StageⅢB］ e.g.「D032」填入[T4]，「D033」填入[Nx]，「D034」填入[M0]，合併計算結果為［T4NxM0］，沒有對應的Stage需由使用者自行填入值StageⅠ~Ⅳ。 ==================== Stage ================= Stage 0：['TisN0M0'] StageⅠA：['T1N0M0'] StageⅠB：['T0N1miM0', 'T1N1miM0'] StageⅡA：['T2N0M0', 'T0N1M0', 'T1N1M0'] StageⅡB：['T3N0M0', 'T2N1M0'] StageⅢA：['T3N1M0', 'T3N2M0', 'T0N2M0', 'T1N2M0', 'T2N2M0'] StageⅢB：['T4N0M0', 'T4N1M0', 'T4N2M0'] StageⅢC：['anyTN3M0'] StageⅣ：['anyTanyNM1'] Stage X：['TxNxMx', 'TxNxM0']","TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 40 | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D035,(術後) 癌症病理分期：TNM 計算結果,"預設為空白，由系統自動計算「D032」、「D033」、「D034」三欄英文代號值合併計算結果，若有對應下列的Stage，則由系統代入其對應的Stage，若無任何對應的Stage，則需自行填寫，不能空白。 e.g.「D032」填入[T4]，「D033」填入[N0]，「D034」填入[M0]，合併計算結果為［T4N0M0］，其所對應的Stage為「StageⅢB」，則系統將此欄位值自動代入［StageⅢB］ e.g.「D032」填入[T4]，「D033」填入[Nx]，「D034」填入[M0]，合併計算結果為［T4NxM0］，沒有對應的Stage需由使用者自行填入值StageⅠ~Ⅳ。 ==================== Stage ================= Stage 0：['TisN0M0'] StageⅠA：['T1N0M0'] StageⅠB：['T0N1miM0', 'T1N1miM0'] StageⅡA：['T2N0M0', 'T0N1M0', 'T1N1M0'] StageⅡB：['T3N0M0', 'T2N1M0'] StageⅢA：['T3N1M0', 'T3N2M0', 'T0N2M0', 'T1N2M0', 'T2N2M0'] StageⅢB：['T4N0M0', 'T4N1M0', 'T4N2M0'] StageⅢC：['anyTN3M0'] StageⅣ：['anyTanyNM1'] Stage X：['TxNxMx', 'TxNxM0']","TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 40 | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D035,(術後) 癌症病理分期：TNM 計算結果,"預設為空白，由系統自動計算「D032」、「D033」、「D034」三欄英文代號值合併計算結果，若有對應下列的Stage，則由系統代入其對應的Stage，若無任何對應的Stage，則需自行填寫，不能空白。 e.g.「D032」填入[T4]，「D033」填入[N0]，「D034」填入[M0]，合併計算結果為［T4N0M0］，其所對應的Stage為「StageⅢB」，則系統將此欄位值自動代入［StageⅢB］ e.g.「D032」填入[T4]，「D033」填入[Nx]，「D034」填入[M0]，合併計算結果為［T4NxM0］，沒有對應的Stage需由使用者自行填入值StageⅠ~Ⅳ。 ==================== Stage ================= Stage 0：['TisN0M0'] StageⅠA：['T1N0M0'] StageⅠB：['T0N1miM0', 'T1N1miM0'] StageⅡA：['T2N0M0', 'T0N1M0', 'T1N1M0'] StageⅡB：['T3N0M0', 'T2N1M0'] StageⅢA：['T3N1M0', 'T3N2M0', 'T0N2M0', 'T1N2M0', 'T2N2M0'] StageⅢB：['T4N0M0', 'T4N1M0', 'T4N2M0'] StageⅢC：['anyTN3M0'] StageⅣ：['anyTanyNM1'] Stage X：['TxNxMx', 'TxNxM0']","TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 40 | conditional requiredness | cross-field business rules,QBC-TM02-SURGERY-POSTOP-REQUIRED,qbc_workbench.validation,tests/test_conformance.py,implemented,needs-decision
D035,(術後) 癌症病理分期：TNM 計算結果,"預設為空白，由系統自動計算「D032」、「D033」、「D034」三欄英文代號值合併計算結果，若有對應下列的Stage，則由系統代入其對應的Stage，若無任何對應的Stage，則需自行填寫，不能空白。 e.g.「D032」填入[T4]，「D033」填入[N0]，「D034」填入[M0]，合併計算結果為［T4N0M0］，其所對應的Stage為「StageⅢB」，則系統將此欄位值自動代入［StageⅢB］ e.g.「D032」填入[T4]，「D033」填入[Nx]，「D034」填入[M0]，合併計算結果為［T4NxM0］，沒有對應的Stage需由使用者自行填入值StageⅠ~Ⅳ。 ==================== Stage ================= Stage 0：['TisN0M0'] StageⅠA：['T1N0M0'] StageⅠB：['T0N1miM0', 'T1N1miM0'] StageⅡA：['T2N0M0', 'T0N1M0', 'T1N1M0'] StageⅡB：['T3N0M0', 'T2N1M0'] StageⅢA：['T3N1M0', 'T3N2M0', 'T0N2M0', 'T1N2M0', 'T2N2M0'] StageⅢB：['T4N0M0', 'T4N1M0', 'T4N2M0'] StageⅢC：['anyTN3M0'] StageⅣ：['anyTanyNM1'] Stage X：['TxNxMx', 'TxNxM0']","TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 40 | conditional requiredness | cross-field business rules,QBC-D035-TNM,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D036,(術後) 遠端轉移部位,"※「D035」滿足[StageⅣ]才需填寫。 填入代碼，可複選 e.g. 1,5,10,11,12 (以半形英文逗號「,」連接數字) 1：遠端淋巴 2：皮膚 3：骨 4：肝 5：肺 6：腦 7：骨髓 8：胸膜 9：腹膜 10：腎上腺 11：對側腋下淋巴 12：其他",TM02=1 AND D035=StageⅣ,Big5 encodability | max length 30 | code-list format | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D036,(術後) 遠端轉移部位,"※「D035」滿足[StageⅣ]才需填寫。 填入代碼，可複選 e.g. 1,5,10,11,12 (以半形英文逗號「,」連接數字) 1：遠端淋巴 2：皮膚 3：骨 4：肝 5：肺 6：腦 7：骨髓 8：胸膜 9：腹膜 10：腎上腺 11：對側腋下淋巴 12：其他",TM02=1 AND D035=StageⅣ,Big5 encodability | max length 30 | code-list format | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D036,(術後) 遠端轉移部位,"※「D035」滿足[StageⅣ]才需填寫。 填入代碼，可複選 e.g. 1,5,10,11,12 (以半形英文逗號「,」連接數字) 1：遠端淋巴 2：皮膚 3：骨 4：肝 5：肺 6：腦 7：骨髓 8：胸膜 9：腹膜 10：腎上腺 11：對側腋下淋巴 12：其他",TM02=1 AND D035=StageⅣ,Big5 encodability | max length 30 | code-list format | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE-LIST,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D036,(術後) 遠端轉移部位,"※「D035」滿足[StageⅣ]才需填寫。 填入代碼，可複選 e.g. 1,5,10,11,12 (以半形英文逗號「,」連接數字) 1：遠端淋巴 2：皮膚 3：骨 4：肝 5：肺 6：腦 7：骨髓 8：胸膜 9：腹膜 10：腎上腺 11：對側腋下淋巴 12：其他",TM02=1 AND D035=StageⅣ,Big5 encodability | max length 30 | code-list format | allowed value set | conditional requiredness | cross-field business rules,QBC-VALUESET,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D036,(術後) 遠端轉移部位,"※「D035」滿足[StageⅣ]才需填寫。 填入代碼，可複選 e.g. 1,5,10,11,12 (以半形英文逗號「,」連接數字) 1：遠端淋巴 2：皮膚 3：骨 4：肝 5：肺 6：腦 7：骨髓 8：胸膜 9：腹膜 10：腎上腺 11：對側腋下淋巴 12：其他",TM02=1 AND D035=StageⅣ,Big5 encodability | max length 30 | code-list format | allowed value set | conditional requiredness | cross-field business rules,QBC-D036-STAGE4,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D037,(術後) 遠端轉移部位：其他,※「D036」為[12：其他]，此欄位為必填。 內容自訂，文字格式,TM02=1 AND D036 CONTAINS 12,Big5 encodability | max length 200 | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D037,(術後) 遠端轉移部位：其他,※「D036」為[12：其他]，此欄位為必填。 內容自訂，文字格式,TM02=1 AND D036 CONTAINS 12,Big5 encodability | max length 200 | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D037,(術後) 遠端轉移部位：其他,※「D036」為[12：其他]，此欄位為必填。 內容自訂，文字格式,TM02=1 AND D036 CONTAINS 12,Big5 encodability | max length 200 | conditional requiredness | cross-field business rules,QBC-D037-OTHER,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D038,(術後) 哨兵淋巴結,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-ENCODING-BIG5,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D038,(術後) 哨兵淋巴結,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-LENGTH,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
D038,(術後) 哨兵淋巴結,X：未檢驗 0：陰性 1：陽性,"TM02=1 AND DIAG_TYPE IN (1,2)",Big5 encodability | max length 1 | allowed value set | conditional requiredness | cross-field business rules,QBC-FORMAT-CODE,qbc_workbench.validation,tests/test_conformance.py,implemented,verified-by-test
